        c12         c13         c14 
  3.4079990   4.6310005   5.6100006 
  4.9319992   6.8389988   7.9049988 
  4.2140007   5.7439995   6.8230000 
  3.9640007   5.8719997   6.9829998 
  3.8179989   5.0989990   6.1199989 
  4.5609989   6.1299992   7.1770000 
  3.9549999   5.2719994   6.3080006 
  4.2029991   5.5889988   6.6679993 
  3.3380013   4.5430012   5.5470009 
  4.0699997   5.4079990   6.5669994 
  3.9169998   5.2880001   6.3350010 
  3.9729996   5.3920002   6.4230003 
  3.7670002   5.0360012   6.0799999 
  3.8149986   5.1739998   6.1940002 
  3.5920010   4.8200016   5.8040009 
  3.9909992   5.4060001   6.3859997 
  4.6060009   6.1920013   7.2790012 
  3.4899998   4.7700005   5.7430000 
  4.1019993   5.5389996   6.5860004 
  4.0619984   5.6729984   6.7169991 
  3.9130001   5.2810001   6.2900009 
  4.0240002   5.4799995   6.5709991 
  3.1239986   4.1349983   5.1139984 
  3.9010010   5.4860001   6.5580006 
  4.7469997   6.5849991   7.7290001 
  3.1779995   4.1370010   5.1130009 
  4.5290012   6.1470013   7.1700001 
  3.0480003   4.1219997   5.0580006 
  3.2169991   4.2789993   5.2840004 
  3.5640011   6.2460003   7.5570011 
  4.1989994   5.7919998   6.8039989 
  5.9300003   7.8629990   9.3099995 
  3.2390003   4.1510010   5.1700001 
  3.1670017   4.3790016   5.3570004 
  4.0489998   5.7789993   6.7980003 
  3.4410000   4.4990005   5.4630013 
  4.3809986   5.8799992   6.9329987 
  3.5679989   4.6169987   5.6519985 
  3.1529999   4.2280006   5.2089996 
  3.3859997   4.5159988   5.5109997 
  4.0279999   5.6890011   6.7230015 
  3.9510002   5.3780003   6.3899994 
  3.3820000   4.5769997   5.5679989 
  2.3439999   3.0279999   3.7859993 
  4.2290001   5.6940002   6.7089996 
  4.0499992   5.5189991   6.5549984 
  5.5510006   6.7560005   8.1960011 
  4.1170006   5.4420013   6.5540009 
  4.5640011   6.1760006   7.2360001 
  3.8349991   5.1579990   6.1490002 
  4.1959991   5.6229992   6.6900005 
  3.8770008   5.3430004   6.3579998 
  3.7010002   5.1750011   6.2360001 
  3.9079990   5.2699986   6.2880001 
  3.8330002   5.1930008   6.1809998 
  3.3619995   4.5380001   5.5070000 
  4.1289997   5.7250004   6.7300014 
  3.4260006   4.7049999   5.6730003 
  3.5959988   4.8610001   5.8529987 
  4.4890003   6.2049999   7.2539997 
  3.0060005   4.0669994   5.0100002 
  3.9899998   5.4480000   6.4710007 
  4.1739998   5.5679989   6.5779991 
  4.5560017   6.3020000   7.2990017 
  3.9130001   5.3099995   6.2919998 
  4.3299999   5.8930016   6.9230003 
  3.7019997   5.0480003   6.0540009 
  3.7860012   5.0780010   6.0640011 
  3.1639996   4.2129993   5.1829987 
  4.0239983   5.3839989   6.4199982 
  3.6470013   5.0009995   5.9549999 
  4.8620014   6.7160015   7.8230000 
  4.1959991   5.6789989   6.6910000 
  3.0510006   4.0679989   5.0389996 
  4.0209999   5.3389988   6.3949986 
  4.5839996   6.4200001   7.4540005 
  4.0289993   5.4659996   6.4839993 
  3.7579994   4.9960003   6.0440006 
  2.7989998   3.7029991   4.5930004 
  3.5330009   4.5880013   5.6910000 
  4.0319996   5.7929993   6.8389988 
  4.7709999   6.7849998   7.8540001 
  4.0189991   5.3869991   6.3719997 
  3.9210014   5.3649998   6.3680000 
  3.9160004   5.4220009   6.4440002 
  4.0370007   5.4070015   6.4490013 
  3.1550007   4.1280003   5.1469994 
  3.6989994   5.0130005   6.0319996 
  2.5949993   3.5009995   4.3360004 
  3.8780003   5.0200005   6.0430012 
  4.3949986   6.1029987   7.1889992 
  4.0640011   5.7430000   6.7340012 
  4.5319996   6.1250000   7.1689987 
  4.1070004   5.6380005   6.6460018 
  4.1000004   5.6240005   6.6530018 
  5.8939991   6.8230000   7.9470005 
  3.1369991   4.0690002   5.0649986 
  4.1809998   5.6019993   6.6609993 
  3.9359989   5.3339996   6.3980007 
  4.2779999   5.8439999   6.8460007 
  4.1320000   5.7449989   6.7709999 
  3.6009998   4.9599991   5.9489994 
  3.5260010   4.7929993   5.7859993 
  3.4189987   4.5479984   5.5089989 
  4.3520012   5.9010010   6.9660015 
  2.7970009   3.6860008   4.6310005 
  3.6450005   4.8519993   5.9309998 
  3.6740017   4.9070015   5.9450016 
  4.7330017   6.5530014   7.6640015 
  3.7539997   5.0440006   6.0359993 
  4.1739998   5.7919998   6.8029995 
  4.3800011   5.9489994   7.0359993 
  3.5390015   4.7460003   5.7290001 
  4.1340008   5.6019993   6.5949993 
  4.1359997   5.6140003   6.6709995 
  3.9220009   5.3400002   6.3950005 
  3.8579998   5.4279995   6.4930000 
  3.3959999   4.8299999   5.8420010 
  2.7890015   3.7340012   4.6340008 
  3.2799988   4.3309994   5.3599987 
  4.1040001   5.4209995   6.4749985 
  3.6960011   5.0799999   6.0610008 
  4.6480007   6.2590008   7.2860012 
  2.8549995   3.9440002   4.9039993 
  3.7900009   4.9239998   6.0410004 
  3.5199986   4.7399998   5.7339993 
  3.7500000   5.0809994   6.0380001 
  4.2129993   5.7379990   6.7209988 
  3.2949982   4.4559994   5.4270000 
  3.8630009   5.2550011   6.2540016 
  3.9249992   5.5039997   6.5439987 
  3.1589985   4.2369995   5.2039986 
  3.8940010   5.4449997   6.4950008 
  3.0170002   3.9909992   4.9510002 
  3.5930004   4.8910007   5.8780003 
  3.9880009   5.4309998   6.5030003 
  4.0130005   5.5430012   6.5890007 
  3.2709999   4.2189999   5.1459999 
  4.0760002   5.4810009   6.4810009 
  4.3479996   6.0000000   7.0159988 
  3.5760002   4.8980007   5.8830013 
  3.1299992   4.3909988   5.2849998 
  3.4699993   4.6669998   5.6779995 
  3.1940002   4.3570004   5.2910004 
  4.1189995   5.5359993   6.5859985 
  4.0709991   5.4400005   6.4449997 
  4.2089996   5.6590004   6.7180004 
  3.2509995   4.1819992   5.2439995 
  3.7770004   5.1200008   6.1100006 
  3.4699993   4.5369987   5.5699997 
  2.6930008   3.4950008   4.2310009 
  5.7049999   7.6180000   8.6599998 
  4.3769989   6.0009995   7.0539989 
  3.5790005   4.8509998   5.8409996 
  3.8549995   5.1049995   6.2269993 
  3.2400017   4.1720009   5.1740017 
  3.9910011   5.3730011   6.3700008 
  3.7860012   5.1350002   6.2259998 
  3.9440002   5.7800007   6.8770008 
  4.0000000   5.3820000   6.3799992 
  4.0300007   5.4880009   6.5009995 
  3.7810001   5.0349998   6.0999985 
  3.2530003   4.3419991   5.3339996 
  3.6079998   4.7939987   5.7939987 
  3.4939995   4.6849995   5.6569996 
  3.6569996   4.9919987   6.0030003 
  4.9139996   6.8959999   7.9939995 
  3.5949993   4.8110008   5.8010006 
  3.1210003   4.2430000   5.2329998 
  3.5679989   4.3950005   5.2099991 
  4.7989998   6.5209999   7.6240005 
  3.7089996   5.0079994   6.0030003 
  4.0159988   5.5119991   6.4890003 
  3.4939995   5.2579994   6.3449993 
  3.7490005   4.9570007   5.9690018 
  4.1270008   5.6870003   6.7250004 
  3.4670010   4.7550011   5.6989994 
  3.7129993   5.2899990   6.2469997 
  4.1410007   5.9310017   6.9360008 
  4.2100010   5.7030010   6.7450008 
  3.8459988   5.2479992   6.2309990 
  3.0120010   3.9829998   4.9619999 
  3.6040001   4.8010006   5.8230000 
  3.0679989   4.0829983   5.0189991 
  3.7229996   4.8169994   5.8530006 
  4.7170010   6.4029999   7.4610004 
  4.5230007   6.2660007   7.3470001 
  4.0869999   5.8589993   6.5839996 
  4.0819988   5.5900002   6.6250000 
  3.6770000   5.0489998   6.0380001 
  4.0999985   5.5809994   6.6099987 
  2.7799988   3.7059994   4.6389999 
  3.7170010   4.9630013   5.9910011 
  4.4709988   6.7339993   7.8369999 
  3.9010010   5.5660000   6.5950012 
  3.7340012   5.0060005   5.9910011 
  3.4879990   4.7460003   5.7390003 
  3.2969990   4.4599991   5.4539986 
  4.0809994   5.5769997   6.6110001 
  2.9559994   4.0109997   4.9230003 
  2.9009991   3.8789997   4.7999992 
  3.8129997   5.1280003   6.1569996 
  3.7060013   4.9500008   5.9790001 
  3.4649982   4.7169991   5.7249985 
  3.7589989   5.0239983   6.0799999 
  3.0869999   4.1759987   5.1379986 
  3.8600006   5.2230015   6.2100010 
  3.9489994   5.3699989   6.3850002 
  4.2240009   5.8750000   6.9239998 
  3.1980000   4.3190002   5.2940006 
  3.2290001   4.4010010   5.4080009 
  4.6939983   6.4369984   7.5409985 
  4.4040012   6.0650005   7.1040001 
  3.6760006   4.8969994   5.8920002 
  4.0539989   5.4580002   6.4759998 
  4.1160011   5.7080002   6.6990013 
  3.8859997   5.1770000   6.1859989 
  3.5539989   4.7589989   5.7959995 
  3.8519993   5.1970005   6.1930008 
  2.9819984   3.9410000   4.8400002 
  3.8590012   5.2180004   6.2040005 
  4.0460014   5.5550003   6.5750008 
  3.9650002   5.3470001   6.3590012 
  4.0810013   5.4449997   6.5380001 
  3.4729996   4.6340008   5.5930004 
  4.3990002   6.0300007   7.1459999 
  4.1519985   5.7779999   6.7950001 
  2.9939995   3.9799995   4.9129982 
  4.7399998   6.3689995   7.4069996 
  4.5410004   6.4750004   7.5279999 
  4.6300011   6.2440014   7.2880001 
  3.9319992   5.3330002   6.3110008 
  4.5660000   6.1359997   7.2699986 
  3.0740013   4.0730000   5.0370007 
  4.1180000   5.6210003   6.6359997 
  4.0629997   5.6359997   6.6749992 
  4.0149994   5.4619999   6.4610004 
  3.9370003   5.2840004   6.3129997 
  3.5680008   4.8430004   5.8840008 
  4.3160000   5.9610004   6.9960003 
  4.7089996   6.5240002   7.5609989 
  3.3069992   4.3850002   5.3880005 
  3.7419987   5.0310001   6.0299988 
  3.0770016   4.0799999   5.0120010 
  3.3439999   4.5479984   5.5459995 
  3.3169994   4.6069984   5.6029987 
  4.1320000   5.7609997   6.8160000 
  4.3579998   5.9599991   7.0100002 
  3.1900005   4.2740002   5.2520008 
  4.6809998   6.3810005   7.4440002 
  4.5270004   6.2889996   7.3099995 
  4.1030006   5.4720001   6.5190010 
  3.3889999   4.5219994   5.5079994 
  3.3669987   4.5450001   5.5029984 
  3.2490005   4.2980003   5.2660007 
  3.8439999   5.1450005   6.2019997 
  3.6840000   5.1250000   6.1170006 
  3.3980007   4.3409996   5.2430000 
  4.1280003   5.6620007   6.7029991 
  4.2959995   5.8160000   6.8379993 
  3.9039993   5.3139992   6.3579998 
  3.7220001   5.1540012   6.1529999 
  1.1579990   1.4710007   1.9750004 
  3.0290012   4.0319996   4.9960003 
  3.5380001   4.8209991   5.7770004 
  3.5009995   4.7239990   5.7259998 
  3.6240005   5.3350010   6.3899994 
  3.9930000   5.4510002   6.4829998 
  3.5499992   4.8049984   5.8120003 
  3.9039993   5.2129993   6.3379993 
  3.3990002   4.4740009   5.5030003 
  3.3489990   4.5259991   5.4849987 
  3.6450005   4.8870010   5.8470001 
  3.9230003   5.3859997   6.4340000 
  3.5240002   4.6840000   5.6539993 
  4.3380013   6.0010014   7.0249996 
  3.2549992   4.3369999   5.3139992 
  4.2150002   5.9190006   6.9519997 
  4.0349998   5.4239998   6.4209995 
  3.7560005   5.0000000   6.0250015 
  3.3999996   4.5359993   5.5410004 
  4.8409996   6.6520004   7.7280006 
  3.7150002   5.0039997   6.0049992 
  3.4820004   4.7670002   5.7690010 
  3.8190002   5.2189999   6.2069988 
  3.1940002   4.2410011   5.2080002 
  3.7489986   5.0969982   6.0969982 
  4.3160000   5.8029995   6.8659992 
  4.1479988   5.7789993   6.7619991 
  4.6200008   6.2990017   7.3150005 
  4.1930008   5.8390007   6.8990002 
  3.8269997   5.1009998   6.1289997 
  3.1889992   4.2619991   5.2239990 
  3.2700005   4.3540001   5.3680000 
  3.5150013   4.6510010   5.6480007 
  3.4419994   4.8409996   5.8230000 
  3.0489998   4.2380009   5.1119995 
  3.6610012   4.9209995   5.9150009 
  3.4629993   4.6210003   5.6110001 
  3.7509995   5.0849991   6.0809994 
  3.4330006   4.5850010   5.5430012 
  3.1759987   4.2149982   5.1729984 
  3.0060005   4.0180016   4.9740009 
  4.3809986   5.7880001   6.9389992 
  2.5430012   3.3310013   4.1400013 
  3.8489990   5.1439991   6.1579990 
  3.3940010   4.4980011   5.5190010 
  3.6210003   4.8169994   5.8059998 
  4.1420002   5.6610012   6.7250004 
  3.4769993   4.6660004   5.6999989 
  3.6569996   4.9190006   5.9759998 
  3.8120003   5.2710018   6.2860012 
  3.6730003   5.0039997   6.0319996 
  3.7449989   5.1029987   6.0970001 
  4.2980003   6.1740017   7.2670002 
  4.2369995   5.8579998   6.8549995 
  4.3279991   5.8610001   6.8959999 
  3.7770004   5.1620007   6.1360016 
  3.6800003   5.0370007   6.0049992 
  4.1580009   5.6640015   6.7040005 
  3.7349987   4.9589996   5.9529991 
  3.1180000   4.3299999   5.2659988 
  4.2639999   5.8220005   6.8579998 
  3.2799988   4.3199997   5.2980003 
  3.9680004   5.4370003   6.4400005 
  4.1900005   5.6779995   6.7139988 
  3.5640011   4.4209995   5.1429996 
  3.8739986   5.1210003   6.1789989 
  2.7920017   3.6970005   4.6230011 
  3.3999996   4.6479988   5.6180000 
  3.8129997   5.2509995   6.2350006 
  3.1359997   4.1250000   5.1009998 
  3.6679993   4.9300003   5.9200001 
  4.2620010   5.9810009   7.0250015 
  3.3410015   4.5110016   5.4950008 
  5.5640011   7.7709999   8.8299999 
  3.6539993   4.9289989   5.9369984 
  3.7469997   5.0900002   6.0930004 
  3.9099998   5.2270012   6.2520008 
  4.5219994   6.1320000   7.1770000 
  3.1569996   4.2449989   5.2399998 
  4.1110001   5.6710014   6.6890011 
  4.5690002   6.2080002   7.2180004 
  3.5879993   4.8889999   5.8339996 
  3.0960007   4.1940002   5.1900005 
  4.0149994   5.3429985   6.4119987 
  3.8270016   5.1770000   6.1550007 
  4.5639992   6.2169991   7.2579994 
  2.8970013   3.7889996   4.7830009 
  3.6860008   5.0179996   6.0790005 
  0.8110008   1.1040001   1.3500004 
  4.1079998   5.5380001   6.5229988 
  3.9750004   5.4899998   6.5219994 
  4.1690006   5.7259998   6.7309990 
  2.9920006   4.0370007   5.0049992 
  3.2860012   4.2770004   5.2750015 
  3.6250000   4.8630009   5.8400002 
  3.4500008   4.5939999   5.6000004 
  3.1970005   4.2990017   5.2550011 
  4.0939999   5.4769993   6.5189991 
  3.7509995   5.0429993   6.0790005 
  3.9860001   6.1660004   7.3080006 
  3.7600002   5.1019993   6.0989990 
  3.9200001   5.3309994   6.3449993 
  3.7570000   5.1489983   6.1639996 
  2.5970001   3.4670010   4.3640003 
  3.7880001   4.9790001   6.0520000 
  3.8210011   5.1040001   6.1709995 
  3.5070000   4.7139988   5.7259998 
  2.9440002   3.8809986   4.7909985 
  4.1089993   5.6609993   6.7169991 
  3.7649994   5.1029987   6.0789986 
  3.7320004   4.9829998   5.9580002 
  3.2989998   4.4099998   5.4069996 
  3.6440010   4.9020004   5.9560013 
  4.0699997   5.8430004   6.8829994 
  3.4349995   4.6100006   5.6110001 
  3.5839996   4.8479996   5.7989998 
  2.9769993   3.9799995   4.9580002 
  3.2539997   4.3360004   5.3379993 
  4.9570007   6.6780014   7.7590008 
  2.8540001   3.8500004   4.8040009 
  3.2049999   4.2999992   5.2719994 
  3.7339993   5.1229992   6.1040001 
  2.0650005   2.6620007   3.3059998 
  3.2250004   4.3199997   5.3120003 
  4.2420006   5.7450008   6.7770004 
  3.1149998   4.1189995   5.0959988 
  4.1050014   5.7180004   6.7420006 
  3.7690010   5.1580009   6.2000008 
  3.8270016   5.2920017   6.2510014 
  3.7769985   5.1189995   6.1119995 
  4.5190010   6.2259998   7.2399998 
  3.7549992   5.2509995   6.2259998 
  3.1310005   4.2169991   5.2089996 
  4.1320000   5.5690002   6.5640011 
  3.2250004   4.2999992   5.2969990 
  3.1089993   4.0730000   5.0409985 
  3.6690006   4.9960003   6.0039997 
  3.0240002   4.0530014   5.0170002 
  3.4400005   4.6389999   5.6509991 
  3.4040012   4.6330013   5.6359997 
  4.7240009   6.4939995   7.5790005 
  3.5240002   4.6790009   5.7340012 
  3.8210011   5.1560001   6.1660004 
  4.0070000   5.4850006   6.5150013 
  3.5179996   4.7679996   5.7539997 
  3.3050003   4.4219990   5.4119987 
  4.4559994   6.3160000   7.3339996 
  3.8170013   5.1840000   6.2070007 
  3.2700005   4.4209995   5.4130001 
  3.4599991   4.5359993   5.6110001 
  3.6870003   4.8230000   5.8579998 
  3.4619999   4.8899994   5.8870010 
  3.5640011   4.7399998   5.7360001 
  2.5869999   3.5189991   4.5160007 
  2.2069988   2.9249992   3.6889992 
  3.5559998   4.7390003   5.7419987 
  4.0559998   5.4379997   6.4300003 
  3.3999996   4.6079998   5.5839996 
  3.3520012   4.5300007   5.5150013 
  2.5910015   3.4090004   4.3470001 
  3.1009998   4.1550007   5.1210003 
  3.5799999   4.8100014   5.8100014 
  4.0689983   5.5019989   6.5569992 
  3.4130001   4.4890003   5.5660000 
  3.5199986   4.7529984   5.7979984 
  3.7769985   5.1399994   6.1379986 
  2.6030006   3.3579998   4.2600002 
  3.2059994   4.2140007   5.2490005 
  2.7390003   3.6639996   4.6119995 
  3.9510002   5.2479992   6.2619991 
  2.5819988   3.4839993   4.4060001 
  4.2169991   5.7099991   6.7629986 
  3.1710014   4.2570000   5.2100010 
  4.1520004   5.7209988   6.7320004 
  4.4780006   6.3260002   7.3900013 
  3.5240002   4.6260014   5.6660004 
  3.5100002   4.7199993   5.7600002 
  3.2860012   4.4410000   5.4430008 
  3.4039993   4.5839996   5.5869999 
  3.5789986   4.7500000   5.7799988 
  3.9260006   5.3670006   6.4110012 
  3.4839993   4.6749992   5.6369991 
  4.2290001   5.7570000   6.8240013 
  3.6210003   4.8640003   5.8660011 
  3.6959991   5.4219990   6.4949989 
  3.9390011   5.2940006   6.2810001 
  2.7539997   3.3039989   3.8479996 
  4.0319996   5.4459991   6.4099998 
  3.5130005   4.6900005   5.6059990 
  3.3450012   4.4899998   5.5580006 
  3.4230003   4.5790005   5.5710011 
  3.5560017   4.9760017   5.9820004 
  3.2590008   4.3570004   5.3299999 
  3.7259998   5.0310001   6.0540009 
  3.8400002   5.1650009   6.1310005 
  3.8050003   5.0640011   6.1370010 
  3.3839989   4.5159988   5.5539989 
  4.2849998   5.7250004   6.7349987 
  3.2420006   4.2140007   4.9710007 
  3.8690014   5.2830009   6.2770004 
  3.8099995   5.0590000   6.1439991 
  3.8710003   5.2730007   6.3250008 
  3.5679989   4.8489990   5.8869991 
  4.0590000   5.5310001   6.5699997 
  3.7709999   5.1620007   6.1640015 
  4.2600002   5.7060013   6.8240013 
  3.5319996   4.7550011   5.7420006 
  4.1660004   5.9230003   6.9319992 
  3.4210014   4.6100006   5.6760006 
  2.8090000   3.7180004   4.6520004 
  3.1000004   4.1019993   5.0380001 
  3.4659996   4.5889988   5.5949993 
  4.4289989   6.2639999   7.2980003 
  3.6310005   4.9270000   5.9149990 
  4.3780003   6.0089989   7.0189991 
  3.9349995   5.2670002   6.3309994 
  2.6990013   3.5270004   4.5220013 
  4.4260006   6.0790005   7.1690006 
  2.7539997   3.6929989   4.5970001 
  4.3029995   5.5790005   6.6030006 
  2.9680004   3.9240017   4.8750000 
  3.2450008   4.3610001   5.3000011 
  4.2379990   5.7249985   6.7769985 
  3.3820000   4.5429993   5.5300007 
  3.7539997   5.0939999   6.1019993 
  3.7339993   5.0769997   6.1110001 
  3.8769989   5.2099991   6.2799988 
  3.9219990   5.2579994   6.2899990 
  4.4079990   5.9580002   7.0019989 
  4.9749985   7.0660000   8.1959991 
  1.8509998   2.4190006   3.1350002 
  3.4860001   4.6340008   5.6280003 
  4.5790005   6.8560009   7.9880009 
  3.9530010   5.3250008   6.3460007 
  4.1369991   5.7929993   6.8540001 
  3.4090004   4.6360016   5.6090012 
  3.8059998   5.1669998   6.1650009 
  3.9200001   5.2709999   6.2870007 
  3.4499989   4.6129990   5.5819988 
  3.5660000   4.8569984   5.8329983 
  3.8330002   5.0629997   6.1599998 
  3.7070007   5.0380001   6.0270004 
  3.2399998   4.3979988   5.3839989 
  3.1870003   4.2539997   5.2490005 
  3.6439991   4.9430008   6.0100002 
  4.2119999   5.6119995   6.6149998 
  3.7590008   5.0669994   6.0909996 
  4.2959995   5.9349995   6.9790001 
  4.4710007   6.0530014   7.0860004 
  3.9249992   5.4909992   6.4769993 
  3.5489998   4.8590012   5.9029999 
  3.1640015   4.1690006   5.1350002 
  3.5620003   4.7709999   5.8450012 
  4.0670013   5.7160015   6.8020000 
  3.5320015   4.7490005   5.7560005 
  3.4239998   4.6170006   5.5930004 
  3.3129997   4.3750000   5.3409996 
  4.2799988   6.0509987   7.1019993 
